id;user_id;text;tag;created;updated;position;deletedAt
36;727;"Dejarse Llevar ";short-term;"2020-04-17 09:12:46";NULL;0;NULL
37;387;"Tiene confianza, se apoya del liderazgo. Se tiene confianza que no compite con sus subordinados.";unknown-strengths;"2020-04-17 10:10:00";NULL;0;NULL
39;129;"Concienzudo, conserva las normas, control de calidad.";known-strengths;"2020-04-17 11:21:13";"2020-05-18 11:35:59";0;NULL
40;733;Honestidad;known-strengths;"2020-04-17 16:43:51";NULL;0;NULL
41;733;Liderazgo;known-strengths;"2020-04-17 16:44:06";NULL;0;NULL
42;733;Responsabilidad;known-strengths;"2020-04-17 16:44:14";NULL;0;NULL
44;733;"Enfoque (menos dispersión)";long-term;"2020-04-17 16:44:41";NULL;0;NULL
47;733;Detallista.;unknown-strengths;"2020-04-17 17:45:59";NULL;0;NULL
48;733;"Capacidad para realizer diferentes trabajos en forma simultánea y eficiente.";known-strengths;"2020-04-17 17:46:10";NULL;0;NULL
49;733;"Innovación para dar aletrnativas en la resolución de asuntos.";known-strengths;"2020-04-17 17:46:23";NULL;0;NULL
52;733;"Liderazgo y compromiso";known-strengths;"2020-04-17 17:47:14";NULL;0;NULL
53;733;"Conocimiento a cabalidad de su trabajo y la industria.";known-strengths;"2020-04-17 17:47:22";NULL;0;NULL
54;733;Experiencia;known-strengths;"2020-04-17 17:47:29";NULL;0;NULL
56;733;"Trapasar sus conocimientos a colaboradores";short-term;"2020-04-17 17:47:58";NULL;0;NULL
57;733;"Compromiso con el trabajo y servicio al cliente";known-strengths;"2020-04-17 18:11:58";NULL;0;NULL
58;733;"Relaciones personales con sub alternos y compañerismo";known-strengths;"2020-04-17 18:12:09";NULL;0;NULL
59;733;"Permanente instinto de superacion";unknown-strengths;"2020-04-17 18:12:26";NULL;0;NULL
60;733;"Manejo de la fustracion";short-term;"2020-04-17 18:12:43";NULL;0;NULL
61;733;"Claridad en el manejo de la informacion";short-term;"2020-04-17 18:12:54";NULL;0;NULL
63;802;sdsdsd;short-term;"2020-04-20 10:15:59";NULL;0;NULL
64;802;dssd;known-strengths;"2020-04-20 10:16:04";NULL;0;NULL
65;802;sds;long-term;"2020-04-20 10:16:09";NULL;0;NULL
66;802;sdsdsd;unknown-strengths;"2020-04-20 10:16:14";NULL;0;NULL
67;590;Analítico;known-strengths;"2020-04-20 10:58:32";NULL;0;NULL
68;590;Estructurado;known-strengths;"2020-04-20 10:58:42";NULL;0;NULL
69;590;"generar mayor coordinación grupo";short-term;"2020-04-20 11:33:30";NULL;0;NULL
70;590;"buen trato, genera un buen ambiente laboral";unknown-strengths;"2020-04-20 11:33:47";NULL;0;NULL
71;590;"Buena disposición ";known-strengths;"2020-04-20 11:33:54";NULL;0;NULL
72;590;"comprensivo como jefatura";unknown-strengths;"2020-04-20 11:34:08";NULL;0;NULL
73;590;"Expertise  del área (know how) ";known-strengths;"2020-04-20 11:34:22";NULL;0;NULL
74;590;"Visualización de oportunidades de mejora";unknown-strengths;"2020-04-20 11:34:34";NULL;0;NULL
75;590;"Mayor manejo de estrategias comunicacionales con otras áreas para dar mas presencia a compras ";long-term;"2020-04-20 11:34:58";NULL;0;NULL
76;590;"Para no perjudicar al equipo, con mas carga laboral absorbía, problemáticas externas, asimilando mucha responsabilidad, aunque de a poco aprendió a diversificar algunos temas ";long-term;"2020-04-20 11:35:27";NULL;0;NULL
77;590;"Manejo de grupo ";known-strengths;"2020-04-20 11:35:41";NULL;0;NULL
78;733;Comunicación;known-strengths;"2020-04-20 11:52:35";NULL;0;NULL
79;733;Comunicación;known-strengths;"2020-04-20 11:52:46";NULL;0;NULL
80;733;Acuciosidad;unknown-strengths;"2020-04-20 11:53:10";NULL;0;NULL
83;733;Etico;known-strengths;"2020-04-20 12:32:10";NULL;0;NULL
84;733;"Analitico  ";known-strengths;"2020-04-20 12:32:21";NULL;0;NULL
85;733;Responsable;known-strengths;"2020-04-20 12:32:33";NULL;0;NULL
86;733;"Apelar a los valores de los empleados para recoger lo mejor de cada uno.";short-term;"2020-04-20 12:32:46";NULL;0;NULL
87;733;"Reconocer y fomentar el potencial individual.";short-term;"2020-04-20 12:32:59";NULL;0;NULL
88;733;"Motivacion. Continuar aprendiendo a inspirar y motivar.";short-term;"2020-04-20 12:33:13";NULL;0;NULL
89;740;"Su encanto, dirección, intimidación , uso de recompensas.";known-strengths;"2020-04-20 14:07:39";NULL;0;NULL
90;740;"Mueve a la gente, inicia, ordena, felicita disciplina.";known-strengths;"2020-04-20 14:07:50";NULL;0;NULL
91;740;"Fuera más genuina su sensibilidad; estuviera más dispuesto a ayudar a otros a tener éxito en su propio desarrollo personal.";short-term;"2020-04-20 14:08:19";NULL;0;NULL
92;740;"Acepta la agresión, tiende a aparentar dar poca importancia a la necesidad que tiene de afecto.";long-term;"2020-04-20 14:08:34";NULL;0;NULL
93;713;"Apertura - Extraversion.  Determinación en la toma de decisiones.";short-term;"2020-04-20 17:55:00";NULL;0;NULL
94;713;"Adaptabilidad al cambio.";short-term;"2020-04-20 17:55:26";NULL;0;NULL
95;713;"Aprender a ser asertivo, como y cuando digo las cosas.";short-term;"2020-04-20 17:56:28";NULL;0;NULL
96;713;"Aprender a mejorar y resolver conflictos";short-term;"2020-04-20 17:56:46";NULL;0;NULL
97;713;"Meticulosidad . agradabilidad";known-strengths;"2020-04-20 17:57:03";NULL;0;NULL
98;713;"Disciplina, establezco prioridades.";known-strengths;"2020-04-20 17:57:28";NULL;0;NULL
99;713;"Enfocado en el logro de objetivos.";known-strengths;"2020-04-20 17:57:43";NULL;0;NULL
100;713;"Empático, cercano a los equipos.";known-strengths;"2020-04-20 17:58:03";NULL;0;NULL
101;713;"Trabajo bajo presión, empujo a mi equipo.";known-strengths;"2020-04-20 17:58:24";NULL;0;NULL
102;713;EXTRAVERSION.;long-term;"2020-04-20 17:58:40";NULL;0;NULL
103;713;"Liderazgo, manejo de equipos.";long-term;"2020-04-20 17:58:57";NULL;0;NULL
104;713;"Curso de oratoria.";long-term;"2020-04-20 17:59:07";NULL;0;NULL
105;713;"Aprender a mejorar formas de liderazgo.";long-term;"2020-04-20 17:59:30";NULL;0;NULL
106;713;"Toma de decisiones sensibles, de forma mas rápida y certera.";long-term;"2020-04-20 17:59:55";NULL;0;NULL
107;713;"Sí manejo la información y puntos críticos, soy capaz de tomar decisiones arriesgadas.";unknown-strengths;"2020-04-20 18:00:39";NULL;0;NULL
108;771;"Maneja muchos trabajos a la vez y delega sin miedo.";known-strengths;"2020-04-20 18:13:41";"2020-04-23 12:41:43";0;NULL
109;771;"Dificultad a terminar las tareas";short-term;"2020-04-20 18:14:07";"2020-04-23 12:47:53";0;NULL
111;771;"Con frecuencia tiene exceso de confianza.";long-term;"2020-04-20 18:14:33";"2020-04-23 12:49:36";0;NULL
112;771;"Estructura y agradable porque es pulcra, ordenada y cuidadosa.";known-strengths;"2020-04-20 18:14:44";"2020-04-23 12:40:38";0;NULL
113;771;"Tiende a ser muy terco y rígido.";long-term;"2020-04-20 18:14:52";"2020-04-23 12:49:01";0;NULL
114;771;"Aporta mucha energía y se siente emocionalmente involucrado en su trabajo.";known-strengths;"2020-04-20 18:15:02";"2020-04-23 12:40:14";0;NULL
116;733;"Buen liderazgo de equipo y siempre muy educado, dando a todos la oportunidad de exponer sus ideas.";known-strengths;"2020-04-21 11:37:16";NULL;0;NULL
117;733;"Se presenta adecuadamente a los clientes, teniendo un razonamiento rápido y eficiente";known-strengths;"2020-04-21 11:37:24";NULL;0;NULL
118;733;"Siempre atento a los cambios del mercado para que pueda avanzar en las acciones";known-strengths;"2020-04-21 11:37:36";NULL;0;NULL
119;733;"Algunas veces tomó tiempo informar al personal (externo) sobre los cambios realizados dentro de la empresa";short-term;"2020-04-21 11:37:51";NULL;0;NULL
120;733;"A veces falta tiempo para inspirar a tu equipo";short-term;"2020-04-21 11:38:10";NULL;0;NULL
121;771;"Persona ambiciosa";known-strengths;"2020-04-21 14:14:07";NULL;0;NULL
122;771;"Tendencia a hacer las cosas lo más rápido y mejor posible.";known-strengths;"2020-04-21 14:14:16";"2020-04-23 12:42:10";0;NULL
123;771;"Trabajar con energía y persistencia";known-strengths;"2020-04-21 14:14:22";NULL;0;NULL
124;771;"Luchar por lo valioso";known-strengths;"2020-04-21 14:14:29";NULL;0;NULL
125;771;"Deseos de sobrepasar a otros";known-strengths;"2020-04-21 14:14:35";NULL;0;NULL
126;771;"Deseo profundo de lograr el éxito";known-strengths;"2020-04-21 14:14:42";NULL;0;NULL
127;771;"Tendencia a colaborar con los superiores";known-strengths;"2020-04-21 14:14:51";NULL;0;NULL
131;771;"Reconocer el talento, admira y respeta";known-strengths;"2020-04-21 14:15:18";NULL;0;NULL
134;771;"Deseo de controlar sentimientos y conducta de otros";unknown-strengths;"2020-04-21 14:15:47";NULL;0;NULL
135;771;"Ser el lider";known-strengths;"2020-04-21 14:15:52";NULL;0;NULL
138;771;"Poco influenciable";known-strengths;"2020-04-21 14:16:22";"2020-04-23 12:44:37";0;NULL
139;771;"Baja tendencia a prometer comportarse mejor";short-term;"2020-04-21 14:16:37";NULL;0;NULL
141;771;"No admite inferioridades";short-term;"2020-04-21 14:17:07";NULL;0;NULL
142;771;"Baja amabilidad";short-term;"2020-04-21 14:17:18";NULL;0;NULL
143;771;"Baja expresión de simpatía activa";long-term;"2020-04-21 14:17:25";NULL;0;NULL
144;771;"Baja tendencia a consolar, alentar, compadecer";long-term;"2020-04-21 14:17:33";NULL;0;NULL
145;771;"Baja tendencia a cambiar de métodos, hábitos o preferencias";short-term;"2020-04-21 14:17:42";NULL;0;NULL
146;771;"Poco aventurero";short-term;"2020-04-21 14:17:48";NULL;0;NULL
147;771;"Baja tendencia a la flexibilidad";short-term;"2020-04-21 14:17:54";NULL;0;NULL
150;771;"Poco aventurero";long-term;"2020-04-21 14:18:19";NULL;0;NULL
155;771;"Acepta la agresión, tiende a aparentar dar poca importancia a la necesidad que tiene de afecto.";long-term;"2020-04-21 16:18:40";NULL;0;NULL
158;771;"Su encanto, dirección, intimidación , uso de recompensas.";known-strengths;"2020-04-21 16:19:17";NULL;0;NULL
159;771;"Mueve a la gente, inicia, ordena, felicita disciplina.";known-strengths;"2020-04-21 16:19:25";NULL;0;NULL
160;771;"Su enfoque de que “el fin justifica los medios”.";long-term;"2020-04-21 16:19:52";NULL;0;NULL
161;771;"Se vuelve manipulador, pendenciero, beligerante.";long-term;"2020-04-21 16:19:59";NULL;0;NULL
162;771;"Ser demasiado blando, perder su posición social.";long-term;"2020-04-21 16:20:08";NULL;0;NULL
163;771;"Fuera más genuina su sensibilidad; estuviera más dispuesto a ayudar a otros a tener éxito en su propio desarrollo personal.";long-term;"2020-04-21 16:20:25";NULL;0;NULL
164;767;Responsabilidad;known-strengths;"2020-04-21 16:56:35";NULL;0;NULL
165;767;Analítico;known-strengths;"2020-04-21 16:56:52";NULL;0;NULL
166;767;Proactividad;unknown-strengths;"2020-04-21 16:57:07";NULL;0;NULL
167;767;Perfeccionista;long-term;"2020-04-21 16:57:19";NULL;0;NULL
168;767;Exigente;short-term;"2020-04-21 16:57:33";NULL;0;NULL
169;767;Distraído;short-term;"2020-04-21 16:57:46";NULL;0;NULL
170;767;Responsable;known-strengths;"2020-04-21 16:59:35";NULL;0;NULL
171;767;Comprometido;known-strengths;"2020-04-21 16:59:45";NULL;0;NULL
172;767;"Metódico ";unknown-strengths;"2020-04-21 16:59:55";NULL;0;NULL
173;767;"Mas proactividad";short-term;"2020-04-21 17:00:07";NULL;0;NULL
174;767;"No entrar en catarsis ante situaciones de estrés ";short-term;"2020-04-21 17:00:21";NULL;0;NULL
175;767;"Ser mas confrontacional";long-term;"2020-04-21 17:00:33";NULL;0;NULL
176;767;"Prolijidad en desarrollo de procesos.";unknown-strengths;"2020-04-21 17:00:55";NULL;0;NULL
177;767;"Empatico y calmo en  relaciones con las personas.";known-strengths;"2020-04-21 17:01:06";NULL;0;NULL
178;767;"Gran disposicion al desarrollo de nuevas laborales.";known-strengths;"2020-04-21 17:01:19";NULL;0;NULL
179;767;"Falta de "empoderamiento" para su cargo.";short-term;"2020-04-21 17:01:33";NULL;0;NULL
180;767;"Complaciente: en sentido de aceptar labores que no le corresponde desarrollar.";short-term;"2020-04-21 17:01:48";NULL;0;NULL
181;767;"No saber decir no. ";short-term;"2020-04-21 17:01:59";NULL;0;NULL
182;727;"Profesionalismo y experiencia. Posee una excelente capacidad para enseñar.";known-strengths;"2020-04-22 13:57:55";NULL;0;NULL
183;727;Compromiso.;known-strengths;"2020-04-22 13:58:07";NULL;0;NULL
184;727;"Honestidad y lealtad a toda prueba.";known-strengths;"2020-04-22 13:58:20";NULL;0;NULL
185;727;"Puede mejorar en idioma Inglés";short-term;"2020-04-22 13:58:40";NULL;0;NULL
186;727;"En ocasiones no analiza completamente una situación, lo que le hace cometer errores. ";short-term;"2020-04-22 13:58:57";NULL;0;NULL
187;727;"Es posible trabajar en mejorar su flexibilidad. La organización puede solicitar una tarea, que puede no estar descrita entre sus funciones. ";short-term;"2020-04-22 13:59:19";NULL;0;NULL
189;678;" Resiste al cambio, debe ser más flexible. Falta comunicación y feedback a su equipo. Poner mayor foco detalle posibles riesgos del negocio";short-term;"2020-04-22 15:40:16";"2020-04-22 15:40:51";0;NULL
190;678;"Conoce su negocio de 26 años. Todos los quieren, integro y transparente. Buena lectura y relación con las personas. Compromiso y esfuerzo, sobresaliente. Se enfoca en el resultado de su gestión. Eficiente, ordenado, sigue un plan. Está a cargo siempre";known-strengths;"2020-04-22 15:42:17";NULL;0;NULL
191;678;"Tomar decisiones respecto al equipo y rodearse de los mejores. Aplicar mas sus fortalezas y debilidades para aplicarlas en el trabajo";long-term;"2020-04-22 15:42:57";NULL;0;NULL
192;678;"Alto nivel de energía. Le gusta ser considerado y pertenecer al grupo estratégico ";unknown-strengths;"2020-04-22 15:43:31";NULL;0;NULL
193;767;"Excelente resolviendo problemas";unknown-strengths;"2020-04-22 16:09:59";NULL;0;NULL
194;767;"Muy buena comunicación con el equipo ";known-strengths;"2020-04-22 16:10:10";NULL;0;NULL
195;767;"Muy bueno identificando las debilidades del equipo para que las puedan trabajar y mejorar ";known-strengths;"2020-04-22 16:10:23";NULL;0;NULL
196;767;"Debe reforzar sus opiniones frente a la autoridad";short-term;"2020-04-22 16:10:39";NULL;0;NULL
197;767;"Aprender mas inglés ";short-term;"2020-04-22 16:11:35";NULL;0;NULL
198;767;"Potenciar su habilidad para delegar";short-term;"2020-04-22 16:11:52";NULL;0;NULL
199;689;"Capacidad de síntesis, Acotar tiempos de respuesta, Mayor reconocimiento";short-term;"2020-04-22 19:25:38";"2020-04-22 19:25:57";0;NULL
200;689;"Capacidad analítica, Adaptación al cambio, Liderazgo equipos multitarea, trabajador, planificado y disciplinado, liderazgo, Orientación a la calidad";known-strengths;"2020-04-22 19:28:16";NULL;0;NULL
201;689;"saber escuchar, muy controlador, posesivo, perfeccionista, desconfiado";long-term;"2020-04-22 19:29:04";NULL;0;NULL
202;689;"transparente, confiable, generoso con el conocimiento, liderazgo, relaciones interpersonales";unknown-strengths;"2020-04-22 19:29:42";NULL;0;NULL
207;83;"Exceso de análisis de situaciones algunas veces por querer tener controlados todos los riesgos";long-term;"2020-04-22 22:56:30";"2020-05-05 19:07:34";0;NULL
208;83;"Orden y organización";long-term;"2020-04-22 22:56:39";NULL;0;NULL
226;83;"Proyectar una actitud postiva ante la adversidad y no ser sarcastico en cuanto a resultados negativos";short-term;"2020-04-22 23:01:21";"2020-05-05 18:00:11";0;NULL
232;83;"Centro el juicio de los demás por su capacidad para realizar las tareas con rapidez y calidad del trabajo. Tolerar a los que van a un ritmo más lento.";short-term;"2020-04-22 23:02:57";"2020-05-05 19:17:57";0;NULL
233;733;"Comunicación asertiva tanto con cliente interno como externo";known-strengths;"2020-04-23 09:23:39";NULL;0;NULL
234;733;"Capacidad de negociación y persuación";known-strengths;"2020-04-23 09:23:47";NULL;0;NULL
235;733;"Liderazgo y empatía en equipos de trabajo";known-strengths;"2020-04-23 09:23:58";NULL;0;NULL
236;733;"Autocontrol en situaciones bajo presión";short-term;"2020-04-23 09:24:07";NULL;0;NULL
237;733;"Reconocimiento de cosas positivas en los equipos de trabajo  (retroalimentación)";short-term;"2020-04-23 09:24:18";NULL;0;NULL
238;733;"Potenciar las fortalezas de los colaboradores ";short-term;"2020-04-23 09:24:27";NULL;0;NULL
239;733;"Su personalidad, buen trato y conocimiento de su trabajo, le permiten ser una persona respetada por su equipo y por quienes se relacionan él.";known-strengths;"2020-04-23 09:25:10";NULL;0;NULL
240;733;"Desarrolla una excelente relación con clientes.";known-strengths;"2020-04-23 09:25:19";NULL;0;NULL
241;733;"Entrega sus conocimientos técnicos y empodera a su equipo.";known-strengths;"2020-04-23 09:25:29";NULL;0;NULL
243;733;"Disciplina, puntualidad y responsable";known-strengths;"2020-04-23 09:26:08";NULL;0;NULL
244;733;"Habilidades comunicativas";known-strengths;"2020-04-23 09:26:16";NULL;0;NULL
245;733;"Manejo de equipos de trabajo. Muy empático con las personas.";known-strengths;"2020-04-23 09:26:23";NULL;0;NULL
247;733;"Mejorar el nerviosismo.";short-term;"2020-04-23 09:26:42";NULL;0;NULL
248;733;"Mejorar la templanza.";short-term;"2020-04-23 09:26:50";NULL;0;NULL
249;733;"Transmites seguridad y confianza";known-strengths;"2020-04-23 09:27:20";NULL;0;NULL
250;733;"Empatico con su entorno";known-strengths;"2020-04-23 09:27:28";NULL;0;NULL
251;733;"Responsable y comprometido";known-strengths;"2020-04-23 09:27:35";NULL;0;NULL
252;733;"Autoexigencia ante la premisa del debo cumplir con las expectativas, veo que te metes mucha presión en ocasiones y eso puede afectar a tu salud.";short-term;"2020-04-23 09:27:51";NULL;0;NULL
253;771;"Capacidad de reacción ";short-term;"2020-04-23 12:30:30";NULL;0;NULL
254;771;Compromiso;known-strengths;"2020-04-23 12:30:39";NULL;0;NULL
255;771;Responsabilidad;known-strengths;"2020-04-23 12:30:47";NULL;0;NULL
256;771;Liderazgo;known-strengths;"2020-04-23 12:30:55";NULL;0;NULL
257;771;"Evaluación de riesgos ";short-term;"2020-04-23 12:31:07";NULL;0;NULL
258;771;"capacidad analítica de las situaciones y muy resolutivo en poco tiempo y eficiente";known-strengths;"2020-04-23 12:32:22";NULL;0;NULL
259;771;"liderazgo, formación y motivación del equipo.";known-strengths;"2020-04-23 12:32:29";NULL;0;NULL
260;771;"Involucrado en todas las áreas y muy comprometido";known-strengths;"2020-04-23 12:32:35";NULL;0;NULL
261;771;"Estar más encima para que sucedan algunas cosas";short-term;"2020-04-23 12:32:48";NULL;0;NULL
262;771;"ser más duro o tomar medidas más drásticas cuando las cosas no pasan o no se siguen los lineamientos";short-term;"2020-04-23 12:32:56";NULL;0;NULL
263;771;"Comunicación, siempre las desiciones del directorio eran transmitidas tanto a la gerencia, como al resto de la empresa.";known-strengths;"2020-04-23 12:33:13";NULL;0;NULL
264;771;"Objetividad, lejos una de las fortalezas de Cristobal, todo tiene que estar respaldado por números.";short-term;"2020-04-23 12:33:29";NULL;0;NULL
265;771;"El aprendizaje de metodologías ágiles para la gestión de equipos creo que le vendría perfecto.";short-term;"2020-04-23 12:33:51";NULL;0;NULL
266;771;"Pensamiento analítico de alto nivel";known-strengths;"2020-04-23 12:34:03";NULL;0;NULL
267;771;"Alta tolerancia a la frustración";known-strengths;"2020-04-23 12:34:10";NULL;0;NULL
268;771;"Disciplinado y estructurado con orientación al logro de objetivos.";known-strengths;"2020-04-23 12:34:21";NULL;0;NULL
269;771;"en ocasiones es excesivamente honesto... a veces hace falta ser más político o diplomático para avanzar en acuerdos";long-term;"2020-04-23 12:34:30";NULL;0;NULL
270;771;"podría trabajar más su comunicación no verbal... Lo que dice es más potente que lo que proyecta.";short-term;"2020-04-23 12:34:41";NULL;0;NULL
272;746;"Comunicación Asertiva";known-strengths;"2020-04-23 12:46:58";NULL;0;NULL
273;771;"Deseo de control del entorno";long-term;"2020-04-23 12:47:05";NULL;0;NULL
274;746;Liderazgo;known-strengths;"2020-04-23 12:47:12";NULL;0;NULL
276;746;"Inteligencia Emocional en la Organización";long-term;"2020-04-23 12:48:01";NULL;0;NULL
277;746;Planificación;known-strengths;"2020-04-23 12:48:31";NULL;0;NULL
278;746;"Poder de Negociación";unknown-strengths;"2020-04-23 12:49:01";NULL;0;NULL
279;746;Empatia;short-term;"2020-04-23 12:49:23";NULL;0;NULL
280;746;"Delegación de funciones";short-term;"2020-04-23 12:50:27";NULL;0;NULL
281;771;"liderazgo, el equipo lo seguía y eso es lo mas valioso en una posición importante.";known-strengths;"2020-04-23 13:20:31";NULL;0;NULL
282;771;"análisis de situación, tremenda capacidad de analizar el mercado y poner en números situaciones complejas ";known-strengths;"2020-04-23 13:20:41";NULL;0;NULL
283;771;"capacidad técnica, para liderar una compañía uno debe saber de muchas cosas y estar al nivel de cada situación en lo técnico de cada departamento no es fácil, son muchos detalles que fácilmente cualquiera se pierde.";known-strengths;"2020-04-23 13:20:51";NULL;0;NULL
284;771;"Leer al directorio, los directorios son animas complejos y uno debe entender como operan y como piensan.";short-term;"2020-04-23 13:21:13";NULL;0;NULL
285;771;"identificar los elementos que no van a sumar lo esperado en la organización y buscar personas que te empujen a tu objetivo";short-term;"2020-04-23 13:21:33";NULL;0;NULL
286;771;"Rapidez en la toma de decisiones ";short-term;"2020-04-23 13:22:07";NULL;0;NULL
287;771;"Correr un poco mas de riesgos controlados ";short-term;"2020-04-23 13:22:18";NULL;0;NULL
288;771;"Entrega de feedback";long-term;"2020-04-23 13:22:28";NULL;0;NULL
289;746;"Trabajo en equipo";known-strengths;"2020-04-23 14:12:19";NULL;0;NULL
290;746;"Establece metas exigentes.";unknown-strengths;"2020-04-23 20:37:57";NULL;0;NULL
291;746;"Su paciencia.";short-term;"2020-04-23 20:38:26";NULL;0;NULL
292;746;"No pedir ayuda cuando se trata de reconocer una debilidad.";long-term;"2020-04-23 20:38:39";NULL;0;NULL
293;767;"Perseverante. Ante escenarios adversos, logra adaptarse a las necesidades que su cargo requiere, asumiendo los desafíos que se le presentan, no dejando que las complicaciones sean una piedra de tope ";known-strengths;"2020-04-27 15:49:45";NULL;0;NULL
294;767;"Metódico. Establece planes para abordar las funciones que se le encargan, otorgando las prioridades  necesarias para responder a sus clientes.";unknown-strengths;"2020-04-27 15:50:00";NULL;0;NULL
295;767;"Excelente base de conocimientos generales. Persona culta y cuyos conocimientos le permiten establecer lazos duraderos, generar empatía y poder abordar las funciones ampliando el espectro de resultados esperados.";known-strengths;"2020-04-27 16:03:58";NULL;0;NULL
296;767;"Confianza en sus conocimientos. Jorge es un profesional del ámbito financiero, por lo que debe sentir plena confianza en su persona, situación que es necesario representar frente a otros. Creerse más el cuento. ";short-term;"2020-04-27 16:08:48";NULL;0;NULL
297;767;"Exposición de sus ideas y puntos de vista. Mejorar oratoria y realce de puntos importantes, de manera tal que genere confianza en quienes reciben su información.";short-term;"2020-04-27 16:09:07";NULL;0;NULL
298;767;"Conocimientos financieros. En el ámbito que se desarrolla es vital mantenerse en constante crecimiento, más aún cuando existe una fuerte competencia entre sus pares por perfeccionar conocimientos. Su amplio bagaje cultural debe ser complementado con mayores conocimientos financieros.";long-term;"2020-04-27 16:09:24";NULL;0;NULL
299;746;"desarrollar destrezas para el manejo de conflictos internos ";long-term;"2020-04-27 16:29:18";NULL;0;NULL
300;746;"Reforzar el seguimiento y cumplimiento de tareas asignadas";short-term;"2020-04-27 16:29:48";NULL;0;NULL
301;734;" Muy responsable y comprometida con su trabajo y equipo a cargo.";known-strengths;"2020-04-27 18:43:39";NULL;0;NULL
302;734;"Posee un trato amable pero muy orientado al resultado. Entrega feedback constante a su equipo.";known-strengths;"2020-04-27 18:43:57";NULL;0;NULL
303;734;Tolerante.;known-strengths;"2020-04-27 18:44:08";NULL;0;NULL
304;734;"En ocasiones puede llegar a ser muy protectora de su equipo.";short-term;"2020-04-27 18:44:36";NULL;0;NULL
305;734;"Comprometida. Evelyn es una personas muy comprometida tanto con su trabajo en particular como con la organización en general";known-strengths;"2020-04-27 18:44:55";NULL;0;NULL
306;734;"Persona íntegra y con ética profesional, lo que genera una confianza al momento de trabajar con ella.";known-strengths;"2020-04-27 18:45:05";NULL;0;NULL
307;734;"Conocimiento sobre su trabajo. Evelyn demuestra un manejo seguro de sus funciones. Además siempre está actualizada de las noticias que afectan tanto al sector en el que se desempeña la organización como a su profesión.";known-strengths;"2020-04-27 18:45:17";NULL;0;NULL
308;734;"Impaciente. Evelyn es una persona muy acelerada y espera que las personas alrededor de ella operen de la misma manera, lo cual puede jugarle un poco en contra.";short-term;"2020-04-27 18:45:38";NULL;0;NULL
309;734;"Habilidades blandas. Evelyn es un poco "dura" para expresar su parecer y en ocasiones podría verse también como una persona "fría" y poco empática, no quiere decir que así sea, pero a veces la forma lo hace parecer";short-term;"2020-04-27 18:45:53";NULL;0;NULL
